@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}

@data
88,'2020/06/08 14:57:52:998',4,-50.397903,-514.034119,-624.815186,-792.118042,-264.12088,-569.155151,-851.77002,-782.398865,-0.871319,-0.774756,235.764343,-633.315979,531.867188,-862.984192,110.254494,-514.688721,381.281342,-755.534607,3,3
89,'2020/06/08 14:57:53:077',4,235.764343,-633.315979,531.867188,-862.984192,110.254494,-514.688721,381.281342,-755.534607,-0.89005,-1.032281,-50.338791,-514.087036,-624.215027,-792.276611,-264.071808,-569.200867,-851.240723,-782.727173,3,3
90,'2020/06/08 14:57:53:165',4,-50.338848,-514.087463,-624.213257,-792.277222,-264.071838,-569.201233,-851.239197,-782.728394,-0.871562,-0.77484,236.833755,-632.003967,531.950317,-863.132935,109.785088,-513.702759,381.398163,-755.606384,3,3
91,'2020/06/08 14:57:53:242',4,237.674469,-631.406738,532.716858,-863.317627,109.96949,-513.555359,381.829437,-755.680176,-0.888158,-1.041179,-51.315636,-514.886597,-618.304565,-793.363647,-265.510834,-570.467712,-846.593018,-789.371765,3,3
92,'2020/06/08 14:57:53:316',4,-55.31934,-514.806763,-627.765625,-784.928101,-266.701263,-570.243103,-855.516296,-778.321838,-0.864878,-0.782735,237.888367,-631.151917,532.764648,-863.764404,109.935974,-513.369446,381.847626,-755.978943,3,3
93,'2020/06/08 14:57:53:390',4,244.074478,-636.240234,529.974609,-869.291382,120.604675,-521.211426,380.522675,-758.384277,-0.871371,-1.069641,-56.025444,-515.797363,-608.764404,-805.398682,-268.219635,-570.985046,-837.410339,-798.743652,3,3
94,'2020/06/08 14:57:53:460',4,-55.904152,-515.745361,-608.31134,-805.278442,-268.108643,-570.954224,-836.971863,-798.773499,-0.835063,-0.785862,244.11467,-636.228088,529.980713,-869.285156,120.64048,-521.226135,380.528625,-758.38031,3,3
95,'2020/06/08 14:57:53:533',4,-56.155144,-514.753723,-611.250977,-785.8125,-267.631714,-570.476563,-838.540222,-793.439148,-0.841997,-0.784408,246.804214,-636.066895,529.777222,-867.903381,123.906258,-522.914124,380.748016,-757.453674,3,3
96,'2020/06/08 14:57:53:605',4,-55.64846,-518.192932,-656.21698,-813.473572,-266.957458,-572.383423,-868.225098,-765.602295,-0.89111,-0.373119,248.485565,-638.76355,532.92157,-870.175598,127.755463,-525.920227,382.397888,-757.455383,3,3
97,'2020/06/08 14:57:53:675',4,-57.376251,-519.049316,-660.964722,-817.774292,-268.366882,-573.005127,-869.978882,-765.104004,-0.889221,-0.366977,248.561081,-638.083374,534.201843,-870.560791,126.030487,-529.811279,381.924377,-757.393921,3,3
98,'2020/06/08 14:57:53:751',4,248.975143,-637.914246,539.154297,-871.410095,126.161415,-529.728394,382.374573,-757.082764,-0.869307,-1.111898,-57.671101,-522.792175,-669.698486,-852.785767,-268.509186,-574.601379,-864.218323,-780.475342,3,3
99,'2020/06/08 14:57:53:822',4,248.977234,-637.9198,539.217224,-871.411743,126.162498,-529.73999,382.390228,-757.076355,-0.869282,-1.111894,-54.028599,-523.406921,-703.845093,-835.275208,-265.817444,-574.727356,-890.171875,-760.168335,3,3
100,'2020/06/08 14:57:53:894',4,-55.6539,-524.367554,-667.746094,-856.270325,-265.863586,-574.936035,-859.89563,-797.354858,-0.803711,-0.897218,258.295532,-639.462891,522.477417,-879.144409,127.438156,-535.260498,383.410858,-752.576233,3,3
101,'2020/06/08 14:57:53:966',4,-55.580692,-519.426941,-688.472778,-824.647583,-266.855896,-572.743591,-875.778259,-764.783081,-0.892343,-0.406546,258.561615,-639.468262,522.664978,-879.003052,127.690285,-535.505066,383.522736,-752.454529,3,3
102,'2020/06/08 14:57:54:041',4,-61.390518,-527.809082,-694.369019,-835.936523,-271.509399,-578.302063,-879.447144,-773.757263,-0.854082,-0.398998,260.460327,-641.457947,521.889709,-884.810669,128.053879,-537.616455,382.848541,-752.036316,3,3
103,'2020/06/08 14:57:54:110',4,260.461456,-641.457886,521.889893,-884.811096,128.055038,-537.617004,382.848633,-752.03656,-0.88792,-0.384917,-55.984287,-523.24823,-819.582581,-739.37738,-268.657776,-575.749939,-966.579529,-660.34436,3,3
104,'2020/06/08 14:57:54:183',4,263.264343,-643.761536,529.908875,-891.51001,132.973846,-542.455566,384.089661,-751.677734,-0.88711,-0.404163,-55.610241,-520.743469,-774.41803,-792.753296,-268.684814,-575.388977,-929.385437,-721.367615,3,3
105,'2020/06/08 14:57:54:259',4,263.354553,-643.778442,530.393372,-891.932129,133.079498,-542.504761,384.259338,-751.799683,-0.88635,-0.404529,-57.454422,-520.371521,-724.53125,-807.470093,-269.987976,-575.112671,-906.007507,-740.981934,3,3
106,'2020/06/08 14:57:54:339',4,-57.458176,-520.368469,-724.740234,-807.427795,-269.99173,-575.109619,-906.118896,-740.896057,-0.876676,-0.394372,263.624298,-643.59375,531.216614,-892.442078,133.180939,-542.377502,384.617279,-751.930786,3,3
107,'2020/06/08 14:57:54:417',4,-60.830952,-520.326355,-673.036377,-852.003052,-271.110962,-573.596924,-872.971191,-788.619934,-0.787601,-0.409881,269.985107,-647.920349,547.343262,-911.505249,140.94072,-553.703247,385.881317,-752.059448,3,3
108,'2020/06/08 14:57:54:485',4,-62.121956,-522.451904,-660.677246,-843.424255,-271.484314,-574.494324,-858.514404,-789.997437,-0.823642,-0.89027,273.02713,-648.779785,549.744019,-914.072205,143.904022,-557.656189,389.528168,-754.880066,3,3
109,'2020/06/08 14:57:54:555',4,-61.598137,-520.645752,-721.257019,-808.263489,-271.107544,-573.845947,-900.366821,-743.864929,-0.844678,-0.417151,249.813553,-646.716553,548.933655,-899.341919,126.198265,-539.307495,388.848206,-757.908569,3,3
110,'2020/06/08 14:57:54:626',4,-60.603767,-521.081726,-704.766907,-829.719299,-271.957916,-572.422119,-884.912476,-763.717041,-0.846449,-0.394354,257.546448,-641.455872,539.714172,-893.375366,121.367317,-536.293884,388.772797,-758.305237,3,3
111,'2020/06/08 14:57:54:700',4,-60.665028,-521.161255,-715.407288,-828.163391,-272.01767,-572.474976,-890.907898,-759.379089,-0.840869,-0.393326,258.494507,-640.555359,538.994934,-888.934143,124.542892,-536.879761,394.059265,-756.999451,3,3
112,'2020/06/08 14:57:54:769',4,258.497253,-640.555542,538.993347,-888.932312,124.545631,-536.881287,394.058838,-756.998901,-0.852694,-0.389461,-69.649162,-524.150085,-675.572021,-848.445435,-277.344971,-574.759399,-860.108948,-795.036438,3,3
113,'2020/06/08 14:57:54:839',4,-68.969414,-523.849365,-814.197205,-749.918335,-276.393646,-575.345093,-956.725342,-672.620667,-0.715039,-0.377327,258.697205,-640.561218,538.898926,-888.792358,124.726906,-536.986328,394.030396,-756.951782,3,3
114,'2020/06/08 14:57:54:908',4,-67.684799,-524.529297,-868.323547,-733.796509,-276.018494,-576.054321,-975.11676,-660.298645,-0.628443,-0.378596,258.708313,-640.59491,538.832458,-888.74353,124.761864,-537.024536,393.996887,-756.928467,3,3
115,'2020/06/08 14:57:54:980',4,-67.312256,-524.124146,-862.554993,-736.143127,-275.642456,-575.761353,-973.019592,-663.37207,-0.636218,-0.379981,261.403076,-639.937012,539.234741,-878.113281,130.174988,-537.204224,398.694244,-752.670288,3,3
116,'2020/06/08 14:57:55:056',4,-68.222481,-523.755737,-915.526917,-731.279541,-276.266266,-575.461853,-984.354187,-667.155396,-0.54651,-0.38214,261.430206,-639.952026,539.211853,-878.090088,130.21666,-537.250488,398.674835,-752.660889,3,3
117,'2020/06/08 14:57:55:127',4,261.430206,-639.952026,539.211853,-878.090088,130.21666,-537.250488,398.674835,-752.660889,-0.821824,-0.432224,-78.735214,-529.310974,-983.033508,-650.408386,-282.779877,-577.665466,-1000.167114,-587.708008,3,3
118,'2020/06/08 14:57:55:201',4,-78.891876,-531.792664,-1034.498779,-589.609924,-282.173981,-579.289185,-1004.469421,-546.337219,-0.199419,-0.355062,261.430969,-639.952637,539.210815,-878.089417,130.217972,-537.252136,398.673828,-752.660645,3,3
119,'2020/06/08 14:57:55:276',4,-83.357635,-540.593689,-1067.107178,-534.246521,-284.61908,-582.352173,-992.656799,-513.500061,-0.039626,-0.354737,268.460693,-643.386414,514.74646,-888.258423,138.516617,-538.433105,392.101532,-758.528198,3,3
120,'2020/06/08 14:57:55:351',4,-85.556824,-540.485168,-1080.129639,-484.823639,-284.856812,-581.171814,-958.309204,-471.321045,0.120568,-0.361862,269.216431,-644.564087,512.400757,-886.950378,140.635971,-539.600525,391.862091,-758.381226,3,3
121,'2020/06/08 14:57:55:429',4,-82.734154,-536.585022,-1085.28418,-438.60025,-284.164215,-579.846497,-935.88562,-448.01178,0.286954,-0.361037,269.186371,-644.487854,512.454773,-887.064026,140.561295,-539.492981,391.814056,-758.387268,3,3
122,'2020/06/08 14:57:55:519',4,269.186066,-644.487427,512.455811,-887.065063,140.56076,-539.492188,391.813568,-758.387085,-0.850296,-0.448583,-87.000084,-541.111938,-1080.925903,-401.692383,-286.888214,-581.383911,-912.121887,-439.1539,3,3
123,'2020/06/08 14:57:55:602',4,-85.783348,-544.339966,-1073.048584,-370.091766,-286.747864,-582.629578,-892.394287,-427.135345,0.499741,-0.35312,266.808167,-642.876465,517.733337,-893.606201,137.470093,-535.878662,389.185181,-756.967163,3,3
124,'2020/06/08 14:57:55:674',4,-85.660713,-542.369873,-1063.350708,-345.182159,-286.73233,-581.833313,-876.903137,-423.187683,0.561652,-0.362388,268.758057,-641.687378,525.42572,-910.194031,137.766098,-535.049133,386.922058,-755.979736,3,3
125,'2020/06/08 14:57:55:747',4,-85.613281,-543.713013,-1050.717896,-321.748779,-286.886505,-583.28009,-863.270264,-416.261047,0.605088,-0.375603,268.518341,-640.804626,529.097107,-913.226868,136.904068,-532.93811,388.341248,-755.022278,3,3
126,'2020/06/08 14:57:55:824',4,-92.515182,-548.368591,-1036.338257,-308.559662,-289.167511,-584.731506,-851.012085,-415.831512,0.632243,-0.398575,272.763245,-645.968994,509.799011,-911.015503,140.905136,-544.031189,381.811035,-754.531921,3,3
127,'2020/06/08 14:57:55:900',4,-89.507431,-547.794495,-1021.663574,-297.020264,-287.344147,-584.441833,-839.469055,-415.811371,0.676926,-0.408165,275.94458,-646.688538,504.578461,-910.16626,142.33287,-544.594299,379.907318,-758.848083,3,3
128,'2020/06/08 14:57:55:977',4,-91.613861,-544.29425,-1010.441162,-283.112366,-288.749237,-584.22345,-830.996216,-409.577271,0.689649,-0.413528,278.565704,-646.246582,507.117981,-910.831421,142.559891,-544.202515,381.896027,-759.963562,3,3
129,'2020/06/08 14:57:56:051',4,-88.90815,-541.331787,-1012.248535,-280.251099,-284.462341,-581.638672,-839.794617,-415.341644,0.686705,-0.498844,281.670105,-645.866455,505.886566,-911.733582,144.10228,-544.56958,380.851196,-758.42865,3,3
130,'2020/06/08 14:57:56:127',4,-89.010704,-542.101135,-999.017822,-282.268951,-284.711273,-580.347229,-834.681213,-420.479309,0.717199,-0.502908,253.287643,-647.508789,509.360779,-919.1073,126.345398,-525.357666,379.362579,-770.123352,3,3
131,'2020/06/08 14:57:56:199',4,260.062347,-644.219849,513.070801,-921.497314,126.709579,-525.84491,378.252136,-771.988037,-0.835453,-0.381047,-86.377129,-542.469849,-984.124451,-278.650879,-283.280396,-581.555908,-826.161987,-420.323792,3,3
132,'2020/06/08 14:57:56:274',4,-86.377129,-542.469849,-984.124451,-278.650879,-283.280396,-581.555908,-826.161987,-420.323792,0.744871,-0.515735,264.040741,-643.61792,510.27887,-920.006653,128.797226,-530.818787,376.780609,-770.12323,3,3
133,'2020/06/08 14:57:56:349',4,-86.377129,-542.469849,-984.124451,-278.650879,-283.280396,-581.555908,-826.161987,-420.323792,0.744871,-0.515735,253.178207,-645.00177,516.406433,-921.241333,122.592056,-528.493408,379.134125,-773.066406,3,3
134,'2020/06/08 14:57:56:422',4,-86.377129,-542.469849,-984.124451,-278.650879,-283.280396,-581.555908,-826.161987,-420.323792,0.744871,-0.515735,251.722488,-646.022827,518.055603,-920.118713,122.453339,-528.958008,379.477692,-773.526062,3,3
135,'2020/06/08 14:57:56:502',4,-86.377129,-542.469849,-984.124451,-278.650879,-283.280396,-581.555908,-826.161987,-420.323792,0.744871,-0.515735,252.436035,-646.523926,519.636536,-918.963074,123.069305,-529.827148,381.772156,-774.732361,3,3
136,'2020/06/08 14:57:56:583',4,-86.373642,-542.481873,-984.094727,-278.642761,-283.278717,-581.562988,-826.147705,-420.322784,0.744918,-0.515752,253.669052,-647.045715,520.025635,-918.449829,124.020691,-530.08783,381.484039,-773.045166,3,3
137,'2020/06/08 14:57:56:670',4,-80.834595,-544.05426,-966.235413,-279.798798,-279.73703,-579.325684,-816.215332,-421.320862,0.773344,-0.534625,253.67215,-647.038696,520.03894,-918.456787,124.021675,-530.080261,381.491425,-773.048828,3,3
138,'2020/06/08 14:57:56:762',4,-81.560089,-544.509338,-954.085327,-279.652588,-280.472046,-579.769165,-809.146179,-422.57193,0.798312,-0.536224,258.687134,-648.106812,525.055725,-922.412048,126.747993,-530.179871,383.959167,-774.201172,3,3
139,'2020/06/08 14:57:56:840',4,-85.264412,-543.852417,-943.878418,-280.618347,-282.881409,-579.048523,-805.255249,-424.061554,0.811125,-0.540518,258.81131,-647.887268,525.331848,-922.634949,126.701233,-529.936157,384.115448,-774.346069,3,3
140,'2020/06/08 14:57:56:917',4,-87.366936,-542.279602,-937.486023,-276.027588,-284.446198,-579.206665,-801.733398,-421.939484,0.818028,-0.529586,258.548828,-647.041992,527.302307,-924.013855,126.113533,-528.847229,385.12439,-775.171143,3,3
141,'2020/06/08 14:58:37:684',5,-725.938538,-1164.137817,-292.926453,-1115.738037,-777.348389,-930.462341,-317.038818,-889.203186,0.091157,-0.274605,85.384682,-1227.070801,446.840271,-1207.541992,33.027412,-988.386353,534.141296,-987.205994,4,4
142,'2020/06/08 14:58:37:778',5,85.387421,-1227.07251,446.842621,-1207.543945,33.028625,-988.388306,534.142029,-987.206848,0.100843,-0.050152,-721.45697,-1165.246704,-293.675781,-1120.626465,-776.212158,-932.179749,-319.396271,-893.500671,4,4
143,'2020/06/08 14:58:37:853',5,85.899712,-1227.338501,447.061096,-1207.775269,33.306824,-988.693604,534.255981,-987.348389,0.099849,-0.050921,-722.784424,-1162.673218,-297.784454,-1118.969116,-773.233093,-929.698547,-320.765717,-892.436401,4,4
144,'2020/06/08 14:58:37:918',5,-719.459106,-1164.294922,-292.76181,-1114.831421,-772.920654,-931.225586,-315.840363,-888.380676,0.068665,-0.258571,85.871651,-1227.447998,447.137817,-1207.872559,33.325603,-988.783386,534.296204,-987.413757,4,4
145,'2020/06/08 14:58:37:991',5,-717.640747,-1162.031494,-292.435242,-1115.776611,-772.687195,-929.954651,-316.352814,-888.777222,0.072612,-0.247322,86.340141,-1227.720703,447.411957,-1208.099121,33.588013,-989.088989,534.459473,-987.558594,4,4
146,'2020/06/08 14:58:38:069',5,85.454781,-1229.294312,449.788086,-1209.5802,33.614697,-990.283691,535.703613,-988.237488,0.093443,-0.049284,-718.142334,-1163.547119,-292.976685,-1120.824951,-772.207703,-930.974182,-317.465118,-893.292358,4,4
147,'2020/06/08 14:58:38:145',5,-720.268127,-1158.662354,-290.855652,-1112.700439,-775.615295,-927.492004,-315.533936,-887.925293,0.068844,-0.239812,85.107025,-1229.836304,449.927826,-1209.932129,33.515587,-990.699463,535.834534,-988.52124,4,4
148,'2020/06/08 14:58:38:220',5,81.679031,-1228.414429,450.797089,-1211.55603,31.655468,-988.751404,535.161865,-988.844727,0.083176,-0.063309,-720.187866,-1159.18811,-294.183167,-1116.601196,-776.368591,-927.972473,-316.959686,-890.895691,4,4
149,'2020/06/08 14:58:38:293',5,-721.539978,-1161.594604,-293.264282,-1117.921143,-775.971497,-929.333801,-319.12796,-891.724731,0.060852,-0.261864,81.765457,-1227.989014,450.839355,-1211.125732,31.825907,-988.382507,535.030457,-988.374084,4,4
150,'2020/06/08 14:58:38:370',5,-725.960388,-1163.43335,-296.453491,-1116.223389,-776.77832,-929.565369,-320.121582,-890.186584,0.063752,-0.251699,82.061577,-1228.180054,450.755188,-1211.188477,32.034649,-988.583069,535.107483,-988.513489,4,4
151,'2020/06/08 14:58:38:447',5,82.061333,-1228.180054,450.754913,-1211.188477,32.034473,-988.58313,535.107422,-988.513611,0.082252,-0.064356,-723.135315,-1161.672974,-297.137573,-1121.37146,-779.025024,-929.195068,-322.349518,-893.57959,4,4
152,'2020/06/08 14:58:38:526',5,82.069771,-1228.185303,450.75882,-1211.191284,32.039814,-988.588196,535.110962,-988.515625,0.082253,-0.064348,-724.858459,-1163.746582,-301.048309,-1116.759766,-780.509521,-930.654663,-322.491394,-891.177917,4,4
153,'2020/06/08 14:58:38:611',5,82.069771,-1228.185303,450.75882,-1211.191284,32.039814,-988.588196,535.110962,-988.515625,0.082253,-0.064348,-731.913391,-1166.209839,-306.977875,-1124.143677,-780.829468,-931.11908,-325.840088,-894.566284,4,4
154,'2020/06/08 14:58:38:685',5,82.069771,-1228.185303,450.75882,-1211.191284,32.039814,-988.588196,535.110962,-988.515625,0.082253,-0.064348,-731.927307,-1166.179321,-306.99762,-1124.124146,-780.82019,-931.091064,-325.860168,-894.54541,4,4
155,'2020/06/08 14:58:38:772',5,-732.309326,-1166.45813,-307.573364,-1125.269287,-781.345337,-931.337585,-326.791962,-895.340088,0.057663,-0.260493,82.133873,-1228.215088,450.792358,-1211.203613,32.078758,-988.618164,535.136902,-988.520264,4,4
156,'2020/06/08 14:58:38:859',5,-735.234558,-1165.373291,-306.09552,-1120.392578,-782.196289,-929.858154,-325.22699,-891.86908,0.055148,-0.266028,88.582886,-1229.122925,451.513397,-1210.343872,36.335602,-989.773743,536.093628,-987.533691,4,4
157,'2020/06/08 14:58:38:944',5,-733.753784,-1163.705566,-304.686157,-1118.489136,-781.398804,-929.251343,-324.974548,-890.491028,0.056427,-0.25332,88.894981,-1231.436523,449.022827,-1209.05188,37.725948,-991.555908,536.690186,-987.037842,4,4
158,'2020/06/08 14:58:39:023',5,-734.431763,-1163.928223,-305.19101,-1118.616211,-781.879639,-929.379333,-325.165466,-890.646118,0.057228,-0.251642,88.263435,-1231.985229,449.618988,-1208.839355,37.292763,-991.973389,537.052063,-986.910339,4,4
159,'2020/06/08 14:58:39:094',5,89.435486,-1230.921631,446.186676,-1211.516357,35.97007,-991.062378,537.989197,-991.177917,0.088679,-0.060116,-739.394043,-1161.806396,-306.535919,-1114.992188,-785.23468,-927.243347,-326.278809,-887.904175,4,4
160,'2020/06/08 14:58:39:164',5,-737.898987,-1159.782959,-305.17218,-1114.687744,-786.710083,-925.714233,-327.238403,-887.500305,0.049875,-0.257773,89.625687,-1232.05957,444.838623,-1213.563232,36.771713,-992.459045,538.780762,-992.494202,4,4
161,'2020/06/08 14:58:39:235',5,-733.566895,-1154.904663,-304.741486,-1112.133179,-788.887146,-923.115967,-325.517242,-886.942139,0.04246,-0.240672,92.964294,-1233.185791,446.535217,-1213.571533,38.806126,-993.728943,540.281555,-992.463806,4,4
162,'2020/06/08 14:58:39:308',5,-734.105408,-1154.897705,-304.906006,-1112.135254,-789.211365,-923.050659,-325.637512,-886.940063,0.042502,-0.24005,94.705894,-1231.844727,449.220551,-1214.067871,40.231533,-992.76355,540.186829,-992.400269,4,4
163,'2020/06/08 14:58:39:380',5,-734.579468,-1147.673584,-306.571106,-1111.820313,-793.516602,-917.082825,-327.90155,-885.709717,0.036854,-0.231313,94.742065,-1231.967285,449.208435,-1214.128052,40.278725,-992.874207,540.230957,-992.506531,4,4
164,'2020/06/08 14:58:39:457',5,-727.017578,-1141.960571,-302.851044,-1112.324463,-798.342651,-914.601074,-326.15918,-885.811768,0.042896,-0.239784,94.980118,-1232.141968,449.370117,-1214.208374,40.463215,-993.0448,540.390503,-992.579224,4,4
165,'2020/06/08 14:58:39:532',5,94.915474,-1232.29126,449.491516,-1214.179932,40.606358,-993.162292,540.665649,-992.67981,0.080658,-0.040168,-727.914673,-1142.441528,-303.491852,-1112.795532,-798.783813,-914.840881,-326.741943,-886.132141,4,4
166,'2020/06/08 14:58:39:605',5,-727.844666,-1141.466919,-308.435944,-1112.961426,-799.940369,-914.198181,-327.905945,-887.689758,0.032227,-0.238165,95.629684,-1235.169678,448.542847,-1218.85022,44.165894,-995.021057,540.50769,-997.332947,4,4
167,'2020/06/08 14:58:39:681',5,-723.247742,-1138.520996,-306.822723,-1114.165649,-801.103699,-913.6474,-328.35257,-887.967834,0.030479,-0.211307,94.09523,-1233.139526,448.816986,-1218.562622,42.941994,-993.231995,540.14386,-996.755127,4,4
168,'2020/06/08 14:58:39:755',5,94.422562,-1232.822754,449.504669,-1218.101074,43.197617,-993.035522,540.568787,-996.292847,0.073163,-0.048574,-723.8396,-1137.954224,-307.167145,-1113.990112,-801.495056,-913.076843,-328.849243,-887.770874,4,4
169,'2020/06/08 14:58:39:831',5,93.835609,-1232.273682,455.271545,-1215.516846,43.706051,-993.184692,543.407959,-994.010803,0.072392,-0.031481,-727.501404,-1136.785767,-308.812286,-1112.689209,-802.187256,-910.860229,-331.028229,-886.531555,4,4
170,'2020/06/08 14:58:39:919',5,91.010727,-1230.579712,455.784271,-1213.184204,44.303009,-991.943115,543.495056,-992.916016,0.056282,-0.029702,-731.239868,-1126.853271,-308.52948,-1112.274902,-808.152222,-903.645569,-332.210419,-887.532227,4,4
171,'2020/06/08 14:58:40:002',5,-731.047424,-1127.717773,-309.686554,-1113.89502,-808.540527,-903.973328,-332.913635,-888.306763,0.023372,-0.210259,90.636879,-1231.895508,454.838318,-1211.647705,47.642448,-992.099854,544.705994,-991.932373,4,4
172,'2020/06/08 14:58:40:088',5,90.826981,-1233.057861,454.092621,-1212.244019,47.098293,-993.143311,547.448975,-993.299927,0.069946,-0.044099,-734.067017,-1126.905762,-313.085327,-1111.809082,-811.396667,-902.819458,-332.413147,-884.812195,4,4
173,'2020/06/08 14:58:40:166',5,-736.893738,-1129.04834,-314.26181,-1115.304688,-813.094971,-904.593933,-333.032898,-888.228271,0.012498,-0.198067,91.835609,-1232.395752,455.808044,-1212.112183,48.10675,-992.432678,547.842468,-992.501587,4,4
174,'2020/06/08 14:58:40:243',5,-736.227356,-1127.907837,-311.00647,-1112.750977,-812.6297,-903.71228,-331.677338,-886.162781,0.015025,-0.199866,93.932686,-1232.003784,458.516693,-1212.490356,47.735744,-992.44342,548.654175,-992.322327,4,4
175,'2020/06/08 14:59:00:126',6,-993.1698,-430.096924,-124.996124,-347.879822,-1039.097778,-454.690521,-339.760712,-414.306274,-0.659988,0.112862,-355.176727,-632.042419,1001.38678,-708.230408,-150.286697,-626.840576,764.063782,-680.45636,5,5
176,'2020/06/08 14:59:00:206',6,-992.807739,-428.533234,-126.335831,-347.486206,-1038.851807,-453.971832,-340.882355,-415.00766,-0.661568,0.106209,-357.946503,-637.703918,1001.819824,-706.285278,-151.760056,-628.633728,765.045654,-678.895569,5,5
177,'2020/06/08 14:59:00:284',6,-1001.714478,-427.542999,-130.513809,-347.587311,-1046.676147,-455.120453,-343.742004,-415.915955,-0.678397,0.125468,-358.496521,-638.077759,1002.493591,-705.289185,-151.825348,-629.011902,765.441284,-678.538391,5,5
178,'2020/06/08 14:59:00:352',6,-1001.295898,-427.792236,-130.901733,-348.376221,-1043.973267,-456.054779,-344.19812,-415.811584,-0.679927,0.122179,-362.557953,-640.877869,1013.914734,-705.137268,-153.982452,-629.363403,773.650513,-677.098083,5,5
179,'2020/06/08 14:59:00:423',6,-998.433777,-427.496613,-132.263321,-348.083252,-1041.669556,-455.372162,-345.427094,-416.627472,-0.676914,0.113757,-363.020569,-641.499084,1013.434509,-702.676147,-153.793594,-629.439331,773.151978,-675.28894,5,5
180,'2020/06/08 14:59:00:491',6,-363.026031,-641.504089,1013.434631,-702.668213,-153.794785,-629.441528,773.152222,-675.282837,-0.064137,0.029233,-1000.575073,-429.141174,-133.287308,-348.33551,-1046.208496,-456.681671,-345.682129,-415.827271,5,5
181,'2020/06/08 14:59:00:560',6,-999.176025,-428.553467,-133.56636,-349.290344,-1043.927612,-456.046021,-345.837616,-416.553528,-0.680372,0.122356,-364.393188,-643.90094,1010.28302,-701.184631,-153.968765,-630.066101,770.848022,-673.3396,5,5
182,'2020/06/08 14:59:00:628',6,-364.393341,-643.902161,1010.283203,-701.184265,-153.968857,-630.066833,770.848022,-673.339417,-0.06906,0.032825,-996.002014,-427.265656,-133.059906,-349.168152,-1043.39502,-455.05365,-346.539612,-416.110992,5,5
183,'2020/06/08 14:59:00:699',6,-996.471497,-428.161499,-135.083984,-348.9841,-1044.064941,-456.298584,-346.15686,-417.176849,-0.680116,0.118843,-363.00116,-649.853943,1008.474487,-700.653137,-155.924286,-631.786499,770.869751,-671.628479,5,5
184,'2020/06/08 14:59:00:775',6,-997.580811,-428.954437,-135.612595,-349.110199,-1044.108398,-455.701233,-346.388275,-417.53656,-0.671641,0.113517,-362.959747,-650.510864,1009.250183,-700.247314,-155.680481,-632.418091,771.646729,-671.500488,5,5
185,'2020/06/08 14:59:00:848',6,-363.002991,-647.551453,1010.519409,-699.860107,-154.53212,-633.747925,772.61615,-671.946716,-0.089114,0.041718,-998.47937,-426.874664,-136.090393,-348.849182,-1044.075317,-456.997559,-347.721466,-417.782562,5,5
186,'2020/06/08 14:59:00:922',6,-1004.651917,-427.318756,-136.061493,-348.995941,-1047.960815,-458.243225,-347.887085,-417.751587,-0.675897,0.119868,-362.285828,-647.322815,1010.285706,-699.3302,-154.471085,-633.209656,772.491028,-671.417175,5,5
187,'2020/06/08 14:59:01:001',6,-995.453186,-439.595367,-137.536148,-350.286285,-1050.765503,-458.337036,-350.105347,-416.728729,-0.691289,0.141463,-362.281433,-647.348999,1010.299561,-699.332214,-154.46814,-633.228027,772.500122,-671.421997,5,5
188,'2020/06/08 14:59:01:093',6,-992.162598,-431.520782,-137.720032,-350.377686,-1043.234009,-458.156891,-348.49292,-417.921661,-0.703924,0.118272,-362.160492,-649.02478,1012.081848,-698.965027,-154.920471,-633.32782,773.207458,-671.396851,5,5
189,'2020/06/08 14:59:01:175',6,-362.160004,-649.033081,1012.083557,-698.964111,-154.920197,-633.332031,773.207764,-671.395996,-0.080139,0.038255,-1004.256592,-422.556976,-141.1427,-341.198883,-1051.613525,-459.018005,-348.828644,-417.02243,5,5
190,'2020/06/08 14:59:01:244',6,-1007.528809,-418.613464,-140.834,-342.221558,-1048.676392,-458.46814,-348.038574,-417.43927,-0.694275,0.102314,-360.75354,-650.440796,1013.245117,-699.505127,-155.326996,-633.119202,774.178833,-672.475281,5,5
191,'2020/06/08 14:59:01:316',6,-1004.588745,-419.572662,-141.761353,-342.868164,-1049.324219,-457.92514,-348.756744,-417.708527,-0.69464,0.105563,-362.324951,-651.126526,1014.276245,-701.214539,-155.751648,-633.184509,774.065125,-672.959961,5,5
192,'2020/06/08 14:59:01:385',6,-1005.624756,-418.352722,-141.973846,-344.529755,-1049.944092,-457.952118,-348.896637,-418.671143,-0.696692,0.109903,-360.299072,-650.474121,1012.604492,-698.985779,-155.753738,-633.368469,773.94104,-672.225952,5,5
