@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}

@data
671,'2020/05/08 11:03:02:036',20,-708.247803,-990.310181,79.080154,-1199.88501,-528.107117,-835.218262,81.681259,-963.284119,-0.004218,-0.011768,20
672,'2020/05/08 11:03:02:098',20,-709.343689,-991.665161,71.538582,-1204.448364,-529.721375,-835.362671,78.38678,-967.114319,0.002289,-0.01199,20
673,'2020/05/08 11:03:02:161',20,-709.210876,-996.240356,71.321037,-1212.277466,-530.35199,-837.103516,73.416412,-974.009949,0.008812,-0.011873,20
674,'2020/05/08 11:03:02:224',20,-710.514282,-994.391724,71.156479,-1212.355225,-530.676208,-836.64032,72.836769,-974.278442,0.007363,-0.012944,20
675,'2020/05/08 11:03:02:288',20,-710.800293,-993.82959,70.940254,-1209.801758,-530.849548,-836.452698,74.031601,-972.121704,0.018307,-0.010732,20
676,'2020/05/08 11:03:02:353',20,-711.071655,-994.125,71.028343,-1207.793945,-530.752136,-837.220825,73.618103,-969.956787,0.012628,-0.014399,20
677,'2020/05/08 11:03:02:422',20,-710.856201,-990.386536,71.105614,-1205.421875,-530.726563,-833.731567,73.12191,-968.35614,0.019932,-0.017905,20
678,'2020/05/08 11:03:02:501',20,-706.318115,-989.056213,67.85508,-1205.000732,-531.849487,-828.235779,73.559593,-968.320374,0.015288,-0.014476,20
679,'2020/05/08 11:03:02:560',20,-707.142273,-990.082458,67.651825,-1204.24646,-531.29425,-829.903137,73.678871,-967.794739,0.018347,-0.015108,20
680,'2020/05/08 11:03:02:617',20,-708.05426,-990.855713,68.02845,-1204.4104,-531.307007,-831.322571,73.436539,-967.735596,0.019321,-0.012839,20
681,'2020/05/08 11:03:02:679',20,-709.992371,-989.413391,68.046593,-1204.101807,-530.332703,-832.760681,72.927032,-967.161072,0.016692,-0.013287,20
682,'2020/05/08 11:03:02:741',20,-711.908813,-990.849365,68.027885,-1205.151611,-531.668213,-834.187317,75.592438,-967.986938,0.019945,-0.008869,20
683,'2020/05/08 11:03:02:801',20,-709.835754,-988.297668,67.762733,-1204.915283,-530.453613,-831.745239,76.741287,-968.352905,0.025661,-0.008303,20
684,'2020/05/08 11:03:02:871',20,-711.283264,-991.36731,67.867767,-1205.019653,-531.415833,-834.316833,76.853531,-968.118652,0.025149,-0.010533,20
685,'2020/05/08 11:03:02:932',20,-710.184509,-991.20459,67.59613,-1203.891113,-531.130371,-833.244934,76.647865,-967.086548,0.027859,-0.00918,20
686,'2020/05/08 11:03:02:997',20,-708.515198,-988.179626,89.889053,-1194.155029,-529.10675,-832.479919,84.431808,-958.031433,0.026752,-0.005035,20
687,'2020/05/08 11:03:03:064',20,-709.757813,-989.457642,74.873756,-1198.718384,-531.288269,-831.828857,81.759308,-962.395447,0.01697,-0.010148,20
688,'2020/05/08 11:03:03:129',20,-713.694336,-988.916504,74.97744,-1202.426147,-531.757263,-833.976257,81.329483,-965.069641,0.025788,-0.004542,20
689,'2020/05/08 11:03:03:194',20,-710.913086,-990.351929,75.107903,-1202.459351,-530.910828,-833.786194,80.693428,-965.418945,0.021477,-0.008647,20
690,'2020/05/08 11:03:03:257',20,-711.633423,-991.131348,75.161301,-1203.347656,-531.202393,-834.482117,81.120026,-965.968262,0.023401,-0.005735,20
691,'2020/05/08 11:03:03:319',20,-713.385437,-989.256042,75.369209,-1203.910889,-532.230591,-833.503967,82.082512,-966.464478,0.020104,-0.003937,20
692,'2020/05/08 11:03:03:385',20,-712.362427,-984.898499,98.190552,-1194.212891,-531.363159,-830.063232,87.468163,-957.842834,0.023021,-0.007328,20
693,'2020/05/08 11:03:03:450',20,-712.080261,-985.699036,91.296898,-1195.856812,-531.359009,-830.502136,85.094292,-959.337708,0.024963,-0.00697,20
694,'2020/05/08 11:03:03:520',20,-712.701355,-984.921021,98.373558,-1194.22229,-532.026367,-829.860291,88.340111,-957.890381,0.024608,-0.008085,20
695,'2020/05/08 11:03:03:601',20,-713.111267,-984.753113,93.53067,-1195.702759,-532.463684,-829.755859,86.06604,-959.164673,0.020188,-0.010151,20
696,'2020/05/08 11:03:03:666',20,-712.760071,-985.8396,95.630287,-1194.417725,-532.345947,-830.382935,87.376831,-957.873596,0.017169,-0.009665,20
697,'2020/05/08 11:03:03:730',20,-712.198547,-985.295898,100.774223,-1194.628418,-531.940613,-829.834595,86.373253,-958.455566,0.01838,-0.009814,20
698,'2020/05/08 11:03:03:795',20,-709.889282,-982.036011,121.788452,-1191.253418,-531.252747,-826.239441,84.783478,-958.242554,0.014415,-0.03669,20
699,'2020/05/08 11:03:03:857',20,-709.905945,-982.775818,122.647331,-1190.06604,-530.833984,-827.268677,83.697311,-957.33905,0.005024,-0.036045,20
700,'2020/05/08 11:03:03:921',20,-709.673035,-984.063843,123.618736,-1191.301392,-531.091309,-827.919067,83.912933,-958.453552,0.000511,-0.037606,20
701,'2020/05/08 11:03:03:982',20,-709.661865,-984.092468,123.636314,-1191.312256,-531.08429,-827.939392,83.926147,-958.463623,0.000568,-0.037588,20
702,'2020/05/08 11:03:04:041',20,-709.661865,-984.092468,123.636314,-1191.312256,-531.08429,-827.939392,83.926147,-958.463623,0.000568,-0.037588,20
703,'2020/05/08 11:03:04:106',20,-710.984314,-984.649231,124.822182,-1193.15332,-532.057007,-828.30603,83.749672,-960.046631,-0.002691,-0.037904,20
704,'2020/05/08 11:03:04:167',20,-713.154724,-980.67926,124.438438,-1194.271362,-532.057983,-827.045654,84.580048,-960.919128,-0.003568,-0.037476,20
705,'2020/05/08 11:03:21:124',21,-649.308289,-923.42865,530.79187,-949.03302,-467.473907,-772.838013,348.372986,-798.718994,0.005507,-0.040934,21
706,'2020/05/08 11:03:21:188',21,-648.979004,-922.855042,533.564514,-949.069702,-466.399292,-773.242859,350.302643,-799.729919,0.004869,-0.043349,21
707,'2020/05/08 11:03:21:251',21,-649.02948,-922.33075,534.834229,-949.317871,-466.849915,-772.122986,350.73584,-800.76239,0.01296,-0.043227,21
708,'2020/05/08 11:03:21:314',21,-646.762939,-919.715515,534.784302,-948.316589,-466.377869,-769.427612,351.958405,-799.059204,0.013154,-0.045025,21
709,'2020/05/08 11:03:21:378',21,-644.894104,-921.292175,536.964294,-947.11731,-465.354645,-769.351196,352.789154,-799.142212,0.018117,-0.045192,21
710,'2020/05/08 11:03:21:442',21,-645.338257,-925.410583,538.828796,-947.552429,-467.069702,-772.322998,353.277405,-800.253967,0.021217,-0.048032,21
711,'2020/05/08 11:03:21:504',21,-644.505188,-925.588501,538.321045,-949.282471,-465.596191,-772.715576,353.892822,-800.662476,0.019363,-0.042101,21
712,'2020/05/08 11:03:21:567',21,-642.545288,-922.077454,538.172852,-949.562195,-463.55014,-772.334839,352.662384,-802.449951,0.017239,-0.055719,21
713,'2020/05/08 11:03:21:627',21,-642.700989,-924.403503,538.879639,-947.666138,-463.945526,-773.662903,354.067596,-800.147034,0.007541,-0.057464,21
714,'2020/05/08 11:03:21:690',21,-641.409546,-928.38269,540.080811,-947.452087,-463.44577,-775.007385,354.09256,-800.914795,0.017876,-0.044667,21
715,'2020/05/08 11:03:21:755',21,-640.31012,-929.12616,540.653259,-947.207092,-462.746887,-775.651123,354.105347,-801.386108,0.019203,-0.04995,21
716,'2020/05/08 11:03:21:821',21,-640.598206,-930.232727,540.882141,-948.153137,-463.643372,-775.670837,354.538544,-801.273865,0.019466,-0.043714,21
717,'2020/05/08 11:03:21:885',21,-641.349792,-929.283142,541.497803,-948.308777,-464.06369,-775.115784,356.421295,-800.1026,0.018566,-0.048694,21
718,'2020/05/08 11:03:21:948',21,-641.330261,-929.862244,545.64978,-943.548035,-464.622131,-775.063293,358.028595,-798.694275,0.023406,-0.046707,21
719,'2020/05/08 11:03:22:012',21,-641.733521,-928.987122,548.443787,-944.705322,-464.790344,-775.245544,357.859985,-802.309143,0.031504,-0.050978,21
720,'2020/05/08 11:03:22:081',21,-642.947876,-930.080078,548.516052,-944.727661,-464.179504,-776.772156,358.690826,-801.102112,0.024079,-0.047678,21
721,'2020/05/08 11:03:22:145',21,-642.249512,-929.191345,548.464539,-944.312622,-464.477966,-776.024841,358.756073,-801.002686,0.029353,-0.049487,21
722,'2020/05/08 11:03:22:205',21,-642.067078,-929.411194,548.529053,-943.836914,-464.373291,-776.077026,358.789032,-800.692444,0.030724,-0.048712,21
723,'2020/05/08 11:03:22:268',21,-641.537109,-930.512878,546.360107,-941.938416,-465.724182,-775.32782,355.906311,-800.316467,0.030155,-0.046406,21
724,'2020/05/08 11:03:22:333',21,-641.231445,-930.192444,546.140503,-941.211731,-466.0961,-775.049805,355.021118,-800.431152,0.036166,-0.04663,21
725,'2020/05/08 11:03:22:394',21,-640.862427,-929.437012,546.384827,-941.830139,-464.675476,-775.221985,356.012939,-800.430115,0.036473,-0.04939,21
726,'2020/05/08 11:03:22:456',21,-643.243591,-930.731628,547.871277,-943.92395,-465.342773,-776.981812,356.627411,-802.403625,0.031284,-0.051273,21
727,'2020/05/08 11:03:22:520',21,-642.394287,-930.757507,547.016602,-942.539246,-465.943634,-776.102844,355.48642,-802.182922,0.037382,-0.053555,21
728,'2020/05/08 11:03:22:582',21,-642.872925,-929.671265,546.841309,-942.695496,-465.058289,-776.057922,355.946625,-800.959717,0.036765,-0.053401,21
729,'2020/05/08 11:03:22:644',21,-643.507446,-930.024048,546.799927,-943.543579,-465.756439,-776.264404,356.035278,-801.535522,0.03474,-0.054095,21
730,'2020/05/08 11:03:22:706',21,-643.562744,-930.291443,546.720886,-943.728577,-465.718567,-776.362427,356.014313,-801.609741,0.034412,-0.053523,21
731,'2020/05/08 11:03:22:771',21,-643.564941,-930.308533,546.716003,-943.741028,-465.71759,-776.36969,356.011078,-801.615845,0.034357,-0.053506,21
732,'2020/05/08 11:03:22:836',21,-643.925537,-930.39978,546.564697,-944.13147,-465.881226,-776.404724,355.883392,-801.843872,0.032743,-0.053484,21
733,'2020/05/08 11:03:22:900',21,-644.522766,-928.194519,546.36969,-944.85376,-465.138489,-776.049866,356.749451,-801.118225,0.021325,-0.048898,21
734,'2020/05/08 11:03:22:964',21,-642.775513,-926.737366,546.293762,-941.170288,-465.749634,-774.274902,352.8992,-802.504333,0.049569,0.153377,21
735,'2020/05/08 11:03:23:028',21,-644.085876,-927.490784,547.485657,-942.830017,-467.481812,-773.376709,355.188599,-802.078552,0.021352,-0.059452,21
736,'2020/05/08 11:03:23:093',21,-649.470886,-925.319153,548.775574,-944.611511,-469.31723,-773.828857,355.179779,-803.947876,0.03123,-0.060507,21
737,'2020/05/08 11:03:23:172',21,-648.805725,-924.109009,546.838196,-947.190186,-470.937561,-769.397705,355.113312,-804.33667,0.023062,-0.066409,21
738,'2020/05/08 11:03:23:236',21,-646.947937,-923.546692,544.445374,-947.775757,-470.000092,-768.530151,353.970123,-803.503845,0.023841,-0.05379,21
739,'2020/05/08 11:03:23:299',21,-647.223572,-923.541992,544.858459,-946.984497,-470.163391,-769.164612,354.161621,-803.727661,0.032424,-0.054333,21
740,'2020/05/08 11:03:23:359',21,-648.460999,-924.738464,543.779602,-946.916626,-470.768707,-770.001343,352.24881,-804.224609,0.022819,-0.058217,21
741,'2020/05/08 11:03:23:422',21,-647.935669,-924.016113,546.075684,-945.393555,-470.341797,-769.618286,352.51413,-804.710876,0.023866,-0.061918,21
742,'2020/05/08 11:03:23:485',21,-648.116577,-925.516357,546.555176,-947.540833,-470.612,-770.523071,354.137238,-805.060547,0.02092,-0.055,21
743,'2020/05/08 11:03:23:547',21,-650.954956,-926.915527,546.799805,-947.655945,-472.879791,-770.720093,354.324768,-804.926453,0.016813,-0.053846,21
744,'2020/05/08 11:03:23:609',21,-649.904602,-926.084839,546.558655,-947.610474,-472.3367,-769.980469,354.215759,-804.857361,0.014681,-0.055348,21
745,'2020/05/08 11:03:23:669',21,-648.793823,-924.929138,545.606873,-946.86853,-470.503021,-770.336548,353.634888,-804.310974,0.020353,-0.055901,21
746,'2020/05/08 11:03:23:729',21,-650.736084,-925.882935,547.447876,-946.682922,-471.196381,-770.771667,354.278137,-805.138855,0.023281,-0.054913,21
747,'2020/05/08 11:03:23:790',21,-650.797485,-923.89502,546.486877,-946.417419,-471.664917,-770.364502,355.038239,-803.318115,0.017884,-0.057488,21
748,'2020/05/08 11:03:23:853',21,-648.940613,-923.754456,545.636658,-945.318848,-469.768372,-770.767395,353.987885,-802.853027,0.020391,-0.059238,21
749,'2020/05/08 11:03:23:916',21,-648.427246,-921.757202,545.644897,-944.802734,-470.852142,-768.472412,354.316406,-802.452332,0.018772,-0.060404,21
750,'2020/05/08 11:03:23:980',21,-648.097351,-922.155762,545.225769,-944.212585,-470.163818,-769.120911,354.368011,-801.667542,0.027355,-0.059376,21
751,'2020/05/08 11:03:24:042',21,-648.136414,-921.561829,545.968323,-944.851624,-469.593475,-768.128967,354.371735,-802.593018,0.024983,-0.059292,21
752,'2020/05/08 11:03:24:108',21,-648.010559,-920.476746,544.999023,-945.382751,-469.266571,-768.209778,354.028229,-802.591431,0.019371,-0.06144,21
753,'2020/05/08 11:03:24:174',21,-647.195435,-925.55603,546.048035,-945.334106,-470.378204,-770.110474,353.377441,-803.966553,0.029718,-0.057005,21
754,'2020/05/08 11:03:52:300',22,-443.539185,-1193.745361,364.84726,-242.395554,-421.08728,-959.444397,173.027786,-375.035828,-0.04322,0.087112,22
755,'2020/05/08 11:03:52:364',22,-439.605957,-1194.873901,364.511597,-239.582809,-421.27002,-959.8396,173.507401,-373.427643,-0.038395,0.069114,22
756,'2020/05/08 11:03:52:430',22,-439.601685,-1194.898193,364.485504,-239.434921,-421.26004,-959.83551,173.490646,-373.354309,-0.038758,0.069191,22
757,'2020/05/08 11:03:52:493',22,-441.731262,-1195.65271,362.950775,-239.266479,-421.652893,-960.402527,172.31337,-373.483185,-0.035658,0.071095,22
758,'2020/05/08 11:03:52:561',22,-441.261261,-1195.046997,363.416016,-238.996933,-419.58548,-959.853027,171.87088,-371.632019,-0.042087,0.066086,22
759,'2020/05/08 11:03:52:634',22,-440.798584,-1194.816528,363.0336,-239.186661,-420.295959,-959.736816,169.53566,-369.149933,-0.028351,0.074323,22
760,'2020/05/08 11:03:52:698',22,-441.847412,-1196.500366,359.970093,-238.945328,-420.310608,-961.398254,167.332794,-368.379578,-0.054242,0.069667,22
761,'2020/05/08 11:03:52:760',22,-441.62204,-1196.592163,360.189789,-239.237793,-419.857788,-961.523865,168.139023,-370.606293,-0.043079,0.069194,22
762,'2020/05/08 11:03:52:822',22,-441.508911,-1196.601563,360.260712,-239.226379,-419.80127,-961.536987,168.192551,-370.591248,-0.043165,0.069012,22
763,'2020/05/08 11:03:52:878',22,-441.519043,-1196.611938,360.281372,-239.239838,-419.806946,-961.540588,168.202774,-370.596039,-0.043186,0.06903,22
764,'2020/05/08 11:03:52:933',22,-441.519043,-1196.611938,360.281372,-239.239838,-419.806946,-961.540588,168.202774,-370.596039,-0.043186,0.06903,22
765,'2020/05/08 11:03:52:994',22,-442.418396,-1197.75061,361.098755,-236.560104,-420.751129,-962.066895,169.366577,-369.823456,-0.035299,0.066608,22
766,'2020/05/08 11:03:53:055',22,-442.150848,-1198.12085,360.438934,-236.586868,-420.887238,-962.635864,168.669586,-369.203461,-0.039734,0.077168,22
767,'2020/05/08 11:03:53:115',22,-443.078156,-1199.780884,358.145325,-235.650085,-421.974823,-963.313416,166.246475,-369.576691,-0.040638,0.074107,22
768,'2020/05/08 11:03:53:177',22,-442.632141,-1198.377563,358.252899,-234.405624,-422.092255,-962.260986,166.580917,-368.491333,-0.038881,0.071632,22
769,'2020/05/08 11:03:53:240',22,-438.454102,-1196.132446,359.560394,-229.27977,-423.170959,-960.280762,168.303726,-364.744415,-0.051256,0.097306,22
770,'2020/05/08 11:03:53:311',22,-438.388245,-1196.02417,357.925171,-226.63031,-426.945343,-959.517395,166.190781,-361.520813,-0.055208,0.07957,22
771,'2020/05/08 11:03:53:380',22,-439.575104,-1196.404175,358.151367,-226.515259,-427.376617,-959.382385,165.997818,-361.874329,-0.051116,0.07529,22
772,'2020/05/08 11:03:53:448',22,-438.156525,-1193.118286,355.201355,-223.679794,-428.937225,-956.738953,167.49408,-363.213531,-0.062609,0.084842,22
773,'2020/05/08 11:03:53:519',22,-432.509247,-1173.456909,355.032867,-224.193985,-434.836548,-939.988342,166.737167,-361.734344,-0.056726,0.097847,22
774,'2020/05/08 11:03:53:586',22,-432.617981,-1173.773315,355.05777,-224.114105,-434.828705,-940.187195,166.757492,-361.731537,-0.056866,0.098345,22
775,'2020/05/08 11:03:53:656',22,-438.862213,-1189.366577,352.48938,-223.255722,-431.345551,-952.91864,164.804733,-363.362396,-0.052528,0.07199,22
776,'2020/05/08 11:03:53:722',22,-442.780609,-1196.899048,352.770142,-222.114609,-430.523346,-959.161438,162.648727,-359.408264,-0.064886,0.046935,22
777,'2020/05/08 11:03:53:783',22,-442.025208,-1196.043091,352.365906,-222.135986,-431.262146,-959.049927,162.630493,-359.784424,-0.0618,0.069068,22
778,'2020/05/08 11:03:53:845',22,-443.367645,-1199.034424,350.427399,-218.971115,-429.187103,-961.58197,162.30101,-360.338776,-0.048421,0.062727,22
779,'2020/05/08 11:03:53:908',22,-442.33667,-1195.433838,350.016846,-219.459961,-430.230194,-958.811646,162.540421,-360.909698,-0.053978,0.07143,22
780,'2020/05/08 11:03:53:970',22,-441.922638,-1195.589355,352.143982,-219.730362,-430.505066,-958.355103,164.367645,-360.027496,-0.061776,0.061126,22
781,'2020/05/08 11:03:54:032',22,-441.943146,-1196.210449,353.362274,-220.84552,-430.251312,-958.850159,165.201157,-360.83728,-0.062223,0.062005,22
782,'2020/05/08 11:03:54:097',22,-442.150146,-1196.229248,353.255432,-220.733215,-430.354095,-958.849609,165.108536,-360.81958,-0.062867,0.061996,22
783,'2020/05/08 11:03:54:160',22,-442.300354,-1199.356567,355.440308,-220.024918,-426.661499,-962.234253,167.077637,-361.605591,-0.046675,0.072929,22
784,'2020/05/08 11:03:54:224',22,-442.127594,-1198.914307,355.229309,-220.00914,-426.017029,-962.326477,167.166031,-361.913849,-0.056492,0.095741,22
785,'2020/05/08 11:03:54:286',22,-441.621887,-1199.964478,355.835175,-218.626831,-427.687866,-962.269104,166.405731,-358.731628,-0.056094,0.065388,22
786,'2020/05/08 11:03:54:347',22,-442.724915,-1201.265869,354.574097,-219.680191,-424.831696,-963.491272,165.664398,-359.545258,-0.059098,0.063168,22
787,'2020/05/08 11:03:54:411',22,-441.550568,-1197.372559,353.344177,-219.556564,-425.51535,-960.854614,165.830063,-361.256256,-0.054266,0.069223,22
788,'2020/05/08 11:03:54:495',22,-443.091736,-1199.309082,352.855682,-218.467834,-427.085632,-961.650635,164.393875,-358.512695,-0.062182,0.056582,22
789,'2020/05/08 11:03:54:559',22,-442.670044,-1201.094482,352.743652,-219.416626,-424.450043,-964.090088,164.300461,-359.687164,-0.069125,0.087442,22
790,'2020/05/08 11:03:54:622',22,-443.410461,-1200.324829,353.301819,-219.528458,-424.980286,-963.346252,164.617859,-359.437592,-0.06786,0.086295,22
791,'2020/05/08 11:03:54:682',22,-443.732727,-1202.485718,355.927521,-219.198364,-425.085785,-964.381104,165.392197,-358.44989,-0.055754,0.056035,22
792,'2020/05/08 11:03:54:748',22,-443.133667,-1202.507202,355.512451,-219.744736,-425.57193,-964.446777,166.457657,-359.430542,-0.055397,0.065799,22
793,'2020/05/08 11:03:54:811',22,-442.700256,-1201.635376,356.450012,-218.976639,-426.413849,-963.724609,167.334534,-358.754883,-0.061309,0.078627,22
794,'2020/05/08 11:03:54:870',22,-443.202942,-1201.48938,356.635223,-217.036102,-425.057373,-963.755859,168.788544,-361.100189,-0.037748,0.072133,22
795,'2020/05/08 11:03:54:931',22,-443.146973,-1203.341797,357.149475,-220.381958,-425.127045,-964.964294,167.552414,-359.211426,-0.058335,0.074653,22
796,'2020/05/08 11:03:54:996',22,-442.839539,-1200.965942,357.814667,-220.475204,-425.599823,-963.601929,167.546036,-358.755066,-0.056978,0.072966,22
797,'2020/05/08 11:03:55:057',22,-442.83606,-1201.223145,358.625641,-219.781265,-425.40329,-964.059021,168.637344,-358.689362,-0.06592,0.093203,22
798,'2020/05/08 11:03:55:119',22,-443.264709,-1199.133179,357.368683,-219.247467,-427.001312,-961.974854,168.497879,-358.896912,-0.064327,0.085413,22
799,'2020/05/08 11:03:55:180',22,-443.083649,-1200.664673,347.303925,-218.650787,-422.858185,-963.896301,159.142746,-357.608032,-0.072005,0.08038,22
800,'2020/05/08 11:03:55:242',22,-440.850372,-1199.161133,348.885864,-214.794479,-422.021423,-962.801575,159.993011,-353.948303,-0.068943,0.095927,22
801,'2020/05/08 11:03:55:306',22,-443.263031,-1198.611206,342.616302,-216.927185,-421.110199,-963.196167,157.390411,-358.769165,-0.071651,0.093546,22
802,'2020/05/08 11:03:55:366',22,-434.186798,-1197.959229,337.150452,-215.713974,-421.187531,-962.45813,152.957199,-359.109467,-0.064264,0.084588,22
803,'2020/05/08 11:03:55:429',22,-440.401184,-1195.809937,337.799835,-215.574081,-421.468414,-960.615784,152.683411,-358.368042,-0.067388,0.091132,22
804,'2020/05/08 11:03:55:491',22,-440.37973,-1195.822144,337.800232,-215.566849,-421.455841,-960.621948,152.684555,-358.362305,-0.067377,0.091174,22
805,'2020/05/08 11:03:55:552',22,-440.37973,-1195.822144,337.800232,-215.566849,-421.455841,-960.621948,152.684555,-358.362305,-0.067377,0.091174,22
806,'2020/05/08 11:04:27:234',23,108.626381,-926.242615,405.456635,-712.104248,-95.808731,-826.231873,187.115967,-641.251709,-0.117061,-1.023275,23
807,'2020/05/08 11:04:27:301',23,109.922287,-926.132202,405.876038,-712.281433,-94.333839,-825.86731,187.254837,-641.098816,-0.131513,-1.037068,23
808,'2020/05/08 11:04:27:373',23,110.835876,-927.888245,404.416718,-711.914795,-92.766182,-826.3078,185.497101,-641.326294,-0.140049,-1.046849,23
809,'2020/05/08 11:04:27:452',23,110.835892,-927.888672,404.416687,-711.915161,-92.764793,-826.309082,185.496902,-641.326355,-0.140054,-1.046847,23
810,'2020/05/08 11:04:27:518',23,110.065865,-929.436707,405.899475,-712.085876,-93.276024,-826.396484,189.345566,-636.080994,-0.161604,-1.029498,23
811,'2020/05/08 11:04:27:583',23,109.475433,-928.39502,405.698822,-711.20697,-93.828606,-825.956482,189.126724,-635.197021,-0.162923,-1.037455,23
812,'2020/05/08 11:04:27:645',23,114.944801,-910.371094,404.300354,-711.127686,-95.108566,-823.063965,187.175873,-636.266052,-0.164618,-0.959307,23
813,'2020/05/08 11:04:27:710',23,108.425003,-933.744324,405.287842,-711.928711,-96.27494,-826.35498,186.29158,-639.74585,-0.141404,-1.046475,23
814,'2020/05/08 11:04:27:774',23,108.468857,-933.697815,405.221893,-711.842346,-96.148354,-826.392883,186.217636,-639.670837,-0.141872,-1.04637,23
815,'2020/05/08 11:04:27:838',23,109.453949,-919.965637,405.057129,-711.728516,-100.162834,-823.973816,185.565018,-639.80835,-0.142997,-0.994248,23
816,'2020/05/08 11:04:27:900',23,105.729538,-919.4552,404.089508,-711.786438,-104.13343,-824.332458,184.117065,-640.918152,-0.140925,-0.979662,23
817,'2020/05/08 11:04:27:962',23,102.636871,-926.309265,403.741882,-711.130127,-102.126122,-825.438721,184.4496,-640.033997,-0.138383,-1.041771,23
818,'2020/05/08 11:04:28:023',23,104.184639,-925.713074,404.185486,-712.07782,-103.05442,-827.15271,184.596664,-640.749573,-0.140311,-0.995429,23
819,'2020/05/08 11:04:28:085',23,107.122002,-924.558228,402.604889,-711.622192,-101.616753,-828.908813,182.996246,-641.559631,-0.142,-0.985606,23
820,'2020/05/08 11:04:28:149',23,103.608696,-930.58667,401.546204,-711.519714,-102.743301,-828.22467,182.70433,-640.504028,-0.144994,-1.018201,23
821,'2020/05/08 11:04:28:211',23,105.900871,-928.868774,403.992462,-713.88147,-102.245819,-829.246826,184.279831,-641.722534,-0.133372,-0.980729,23
822,'2020/05/08 11:04:28:271',23,103.488144,-927.433167,403.810638,-714.893433,-104.192657,-827.639832,183.749496,-643.107605,-0.151935,-0.978454,23
823,'2020/05/08 11:04:28:334',23,107.499329,-928.022095,406.110657,-713.691711,-101.348907,-827.519592,185.386902,-642.123047,-0.120612,-0.999025,23
824,'2020/05/08 11:04:28:395',23,104.839478,-932.193115,405.998444,-714.283081,-102.462677,-829.03656,185.391098,-642.643738,-0.126184,-0.985909,23
825,'2020/05/08 11:04:28:461',23,103.398041,-936.669983,400.301392,-714.854675,-99.581673,-827.949829,181.231186,-641.905518,-0.16308,-1.045415,23
826,'2020/05/08 11:04:28:527',23,103.71257,-936.673889,400.927887,-714.32196,-99.265678,-828.156799,181.934708,-641.416565,-0.160664,-1.044877,23
827,'2020/05/08 11:04:28:587',23,104.7155,-934.523071,400.865356,-714.821045,-99.3256,-829.04895,182.057678,-641.531128,-0.138608,-1.031799,23
828,'2020/05/08 11:04:28:646',23,108.522354,-926.754822,402.625397,-712.289551,-99.867775,-827.780396,182.895035,-641.644226,-0.136623,-0.995544,23
829,'2020/05/08 11:04:28:709',23,104.292961,-939.651306,402.820496,-713.592285,-99.164322,-829.051392,182.661575,-641.391968,-0.127603,-1.055719,23
830,'2020/05/08 11:04:28:771',23,104.53038,-939.360718,402.925476,-713.223389,-98.941505,-828.956177,182.728973,-641.148743,-0.127683,-1.055835,23
831,'2020/05/08 11:04:28:834',23,104.280754,-938.141235,405.62735,-712.718567,-99.870934,-828.769958,185.262512,-641.209473,-0.115189,-1.055333,23
832,'2020/05/08 11:04:28:895',23,104.318756,-938.172119,405.667145,-712.621521,-99.849213,-828.766235,185.266647,-641.175598,-0.115456,-1.055405,23
833,'2020/05/08 11:04:28:958',23,105.904076,-935.860962,408.375244,-708.149475,-100.136116,-830.050537,186.799683,-640.575073,-0.114368,-1.031323,23
834,'2020/05/08 11:04:29:019',23,102.432091,-940.177063,408.175049,-703.914917,-100.23658,-829.813721,186.335861,-637.433533,-0.112931,-1.065798,23
835,'2020/05/08 11:04:29:079',23,101.964592,-939.381348,408.366028,-701.501526,-101.995575,-829.921204,186.535034,-635.645447,-0.111673,-1.024114,23
836,'2020/05/08 11:04:29:140',23,101.729675,-938.966003,408.153046,-701.573181,-102.523254,-829.800659,186.454391,-635.64624,-0.109986,-1.022549,23
837,'2020/05/08 11:04:29:203',23,103.123573,-937.569031,408.65564,-701.201965,-102.068695,-829.312683,186.490829,-636.910889,-0.119903,-1.024539,23
838,'2020/05/08 11:04:29:264',23,103.361755,-937.723389,408.843018,-701.415283,-101.824295,-829.55719,186.624496,-637.043884,-0.120307,-1.0242,23
839,'2020/05/08 11:04:29:324',23,102.657242,-938.652039,408.922791,-703.640076,-102.467087,-829.889648,187.070694,-636.911804,-0.121252,-1.01569,23
840,'2020/05/08 11:04:29:384',23,102.156578,-938.583557,408.565155,-702.666382,-102.690819,-829.792297,186.649567,-636.440491,-0.120812,-1.017162,23
841,'2020/05/08 11:04:29:442',23,102.4487,-938.401672,408.657013,-702.718262,-102.501404,-829.769409,186.699783,-636.48175,-0.121314,-1.016957,23
842,'2020/05/08 11:04:29:503',23,102.4487,-938.401672,408.657013,-702.718262,-102.501404,-829.769409,186.699783,-636.48175,-0.121314,-1.016957,23
